2,01;0,00
2,01;0,00
2,01;0,00
2,01;0,00
2,01;0,00
2,01;0,00
2,01;0,00
2,01;0,00
2,01;0,00
2,01;0,00
2,01;0,00
2,01;0,00
2,01;0,00
2,01;0,00
2,01;0,00
2,01;0,00
2,01;0,00
2,01;0,00
2,01;0,00
2,02;0,00
2,02;0,00
2,02;0,00
2,02;0,00
2,02;0,00
2,02;0,00
2,02;0,00
2,02;0,00
2,02;0,00
2,02;0,00
2,02;0,00
2,03;0,00
2,03;0,00
2,03;0,00
2,03;0,00
2,03;0,00
2,03;0,00
2,03;0,00
2,03;0,00
2,03;0,00
2,03;0,00
2,04;0,00
2,04;0,00
2,04;0,00
2,04;0,00
2,04;0,00
2,04;0,00
2,04;0,00
2,04;0,00
2,04;0,00
2,04;0,00
2,04;0,00
2,05;0,00
2,05;0,00
2,05;0,00
2,05;0,00
2,05;0,00
2,05;0,00
2,05;0,00
2,05;0,00
2,05;0,00
2,05;0,00
2,06;0,00
2,06;0,00
2,06;0,00
2,06;0,00
2,06;0,00
2,06;0,00
2,06;0,00
2,06;0,00
2,06;0,00
2,06;0,00
2,06;0,00
2,06;0,00
2,07;0,00
2,07;0,00
2,07;0,00
2,07;0,00
2,07;0,00
2,07;0,00
2,07;0,00
2,07;0,00
2,07;0,00
2,08;0,00
2,08;0,00
2,08;0,00
2,08;0,00
2,08;0,00
2,08;0,00
2,08;0,00
2,08;0,00
2,08;0,00
2,08;0,00
2,08;0,00
2,08;0,00
2,09;0,00
2,09;0,00
2,09;0,00
2,09;0,00
2,09;0,00
2,09;0,00
2,09;0,00
2,09;0,00
2,09;0,00
2,10;0,00
2,10;0,00
2,10;0,00
2,10;0,00
2,10;0,00
2,10;0,00
2,10;0,00
2,10;0,00
2,10;0,00
2,10;0,00
2,10;0,00
2,10;0,00
2,11;0,00
2,11;0,00
2,11;0,00
2,11;0,00
2,11;0,00
2,11;0,00
2,11;0,00
2,11;0,00
2,11;0,00
2,11;0,00
2,12;0,00
2,12;0,00
2,12;0,00
2,12;0,00
2,12;0,00
2,12;0,00
2,12;0,00
2,12;0,00
2,12;0,00
2,12;0,00
2,12;0,00
2,13;0,00
2,13;0,00
2,13;0,00
2,13;0,00
2,13;0,00
2,13;0,00
2,13;0,00
2,13;0,00
2,13;0,00
2,13;0,00
2,13;0,00
2,14;0,00
2,14;0,00
2,14;0,00
2,14;0,00
2,14;0,00
2,14;0,00
2,14;0,00
2,14;0,00
2,14;0,00
2,14;0,00
2,15;0,00
2,15;0,00
2,15;0,00
2,15;0,00
2,15;0,00
2,15;0,00
2,15;0,00
2,15;0,00
2,15;0,00
2,15;0,00
2,15;0,00
2,16;0,00
2,16;0,00
2,16;0,00
2,16;0,00
2,16;0,00
2,16;0,00
2,16;0,00
2,16;0,00
2,16;0,00
2,16;0,00
2,16;0,00
2,17;0,00
2,17;0,00
2,17;0,00
2,17;0,00
2,17;0,00
2,17;0,00
2,17;0,00
2,17;0,00
2,17;0,00
2,17;0,00
2,18;0,00
2,18;0,00
2,18;0,00
2,18;0,00
2,18;0,00
2,18;0,00
2,18;0,00
2,18;0,00
2,18;0,00
2,18;0,00
2,18;0,00
2,19;0,00
2,19;0,00
2,19;0,00
2,19;0,00
2,19;0,00
2,19;0,00
2,19;0,00
2,19;0,00
2,19;0,00
2,19;0,00
2,20;0,00
2,20;0,00
2,20;0,00
2,20;0,00
2,20;0,00
2,20;0,00
2,20;0,00
2,20;0,00
2,20;0,00
2,20;0,00
2,20;0,00
2,21;0,00
2,21;0,00
2,21;0,00
2,21;0,00
2,21;0,00
2,21;0,00
2,21;0,00
2,21;0,00
2,21;0,00
2,21;0,00
2,21;0,00
2,22;0,00
2,22;0,00
2,22;0,00
2,22;0,00
2,22;0,00
2,22;0,00
2,22;0,00
2,22;0,00
2,22;0,00
2,22;0,00
2,23;0,00
2,23;0,00
2,23;0,00
2,23;0,00
2,23;0,00
2,23;0,00
2,23;0,00
2,23;0,00
2,23;0,00
2,23;0,00
2,23;0,00
2,24;0,00
2,24;0,00
2,24;0,00
2,24;0,00
2,24;0,00
2,24;0,00
2,24;0,00
2,24;0,00
2,24;0,00
2,25;0,00
2,25;0,00
2,25;0,00
2,25;0,00
2,25;0,00
2,25;0,00
2,25;0,00
2,25;0,00
2,25;0,00
2,25;0,00
2,25;0,00
2,25;0,00
2,26;0,00
2,26;0,00
2,26;0,00
2,26;0,00
2,26;0,00
2,26;0,00
2,26;0,00
2,26;0,00
2,26;0,00
2,26;0,00
2,27;0,00
2,27;0,00
2,27;0,00
2,27;0,00
2,27;0,00
2,27;0,00
2,27;0,00
2,27;0,00
2,27;0,00
2,27;0,00
2,27;0,00
2,28;0,00
2,28;0,00
2,28;0,00
2,28;0,00
2,28;0,00
2,28;0,00
2,28;0,00
2,28;0,00
2,28;0,00
2,28;0,00
2,29;0,00
2,29;0,00
2,29;0,00
2,29;0,00
2,29;0,00
2,29;0,00
2,29;0,00
2,29;0,00
2,29;0,00
2,29;0,00
2,29;0,00
2,29;0,00
2,30;0,00
2,30;0,00
2,30;0,00
2,30;0,00
2,30;0,00
2,30;0,00
2,30;0,00
2,30;0,00
2,30;0,00
2,31;0,00
2,31;0,00
2,31;0,00
2,31;0,00
2,31;0,00
2,31;0,00
2,31;0,00
2,31;0,00
2,31;0,00
2,31;0,00
2,31;0,00
2,31;0,00
2,32;0,00
2,32;0,00
2,32;0,00
2,32;0,00
2,32;0,00
2,32;0,00
2,32;0,00
2,32;0,00
2,32;0,00
2,33;0,00
2,33;0,00
2,33;0,00
2,33;0,00
2,33;0,00
2,33;0,00
2,33;0,00
2,33;0,00
2,33;0,00
2,33;0,00
2,33;0,00
2,33;0,00
2,34;0,00
2,34;0,00
2,34;0,00
2,34;0,00
2,34;0,00
2,34;0,00
2,34;0,00
2,34;0,00
2,34;0,00
2,34;0,00
2,35;0,00
2,35;0,00
2,35;0,00
2,35;0,00
2,35;0,00
2,35;0,00
2,35;0,00
2,35;0,00
2,35;0,00
2,35;0,00
2,35;0,00
2,36;0,00
2,36;0,00
2,36;0,00
2,36;0,00
2,36;0,00
2,36;0,00
2,36;0,00
2,36;0,00
2,36;0,00
2,36;0,00
2,37;0,00
2,37;0,00
2,37;0,00
2,37;0,00
2,37;0,00
2,37;0,00
2,37;0,00
2,37;0,00
2,37;0,00
2,37;0,00
2,37;0,00
2,38;0,00
2,38;0,00
2,38;0,00
2,38;0,00
2,38;0,00
2,38;0,00
2,38;0,00
2,38;0,00
2,38;0,00
2,38;0,00
2,38;0,00
2,39;0,00
2,39;0,00
2,39;0,00
2,39;0,00
2,39;0,00
2,39;0,00
2,39;0,00
2,39;0,00
2,39;0,00
2,39;0,00
2,39;0,00
2,40;0,00
2,40;0,00
2,40;0,00
2,40;0,00
2,40;0,00
2,40;0,00
2,40;0,00
2,40;0,00
2,40;0,00
2,40;0,00
2,41;0,00
2,41;0,00
2,41;0,00
2,41;0,00
2,41;0,00
2,41;0,00
2,41;0,00
2,41;0,00
2,41;0,00
2,41;0,00
2,41;0,00
2,42;0,00
2,42;0,00
2,42;0,00
2,42;0,00
2,42;0,00
2,42;0,00
2,42;0,00
2,42;0,00
2,42;0,00
2,42;0,00
2,43;0,00
2,43;0,00
2,43;0,00
2,43;0,00
2,43;0,00
2,43;0,00
2,43;0,00
2,43;0,00
2,43;0,00
2,43;0,00
2,43;0,00
2,44;0,00
2,44;0,00
2,44;0,00
2,44;0,00
2,44;0,00
2,44;0,00
2,44;0,00
2,44;0,00
2,44;0,00
2,44;0,00
2,44;0,00
2,45;0,00
2,45;0,00
2,45;0,00
2,45;0,00
2,45;0,00
2,45;0,00
2,45;0,00
2,45;0,00
2,45;0,00
2,45;0,00
2,46;0,00
2,46;0,00
2,46;0,00
2,46;0,00
2,46;0,00
2,46;0,00
2,46;0,00
2,46;0,00
2,46;0,00
2,46;0,00
2,46;0,00
2,47;0,00
2,47;0,00
2,47;0,00
2,47;0,00
2,47;0,00
2,47;0,00
2,47;0,00
2,47;0,00
2,47;0,00
2,47;0,00
2,48;0,00
2,48;0,00
2,48;0,00
2,48;0,00
2,48;0,00
2,48;0,00
2,48;0,00
2,48;0,00
2,48;0,00
2,48;0,00
2,48;0,00
2,49;0,00
2,49;0,00
2,49;0,00
2,49;0,00
2,49;0,00
2,49;0,00
2,49;0,00
2,49;0,00
2,49;0,00
2,49;0,00
2,50;0,00
2,50;0,00
2,50;0,00
2,50;0,00
2,50;0,00
2,50;0,00
2,50;0,00
2,50;0,00
2,50;0,00
2,50;0,00
2,50;0,00
2,51;0,00
2,51;0,00
2,51;0,00
2,51;0,00
2,51;0,00
2,51;0,00
2,51;0,00
2,51;0,00
2,51;0,00
2,51;0,00
2,52;0,00
2,52;0,00
2,52;0,00
2,52;0,00
2,52;0,00
2,52;0,00
2,52;0,00
2,52;0,00
2,52;0,00
2,52;0,00
2,52;0,00
2,53;0,00
2,53;0,00
2,53;0,00
2,53;0,00
2,53;0,00
2,53;0,00
2,53;0,00
2,53;0,00
2,53;0,00
2,53;0,00
2,54;0,00
2,54;0,00
2,54;0,00
2,54;0,00
2,54;0,00
2,54;0,00
2,54;0,00
2,54;0,00
2,54;0,00
2,54;0,00
2,54;0,00
2,54;0,00
2,55;0,00
2,55;0,00
2,55;0,00
2,55;0,00
2,55;0,00
2,55;0,00
2,55;0,00
2,55;0,00
2,55;0,00
2,56;0,00
2,56;0,00
2,56;0,00
2,56;0,00
2,56;0,00
2,56;0,00
2,56;0,00
2,56;0,00
2,56;0,00
2,56;0,00
2,56;0,00
2,56;0,00
2,57;0,00
2,57;0,00
2,57;0,00
2,57;0,00
2,57;0,00
2,57;0,00
2,57;0,00
2,57;0,00
2,57;0,00
2,58;0,00
2,58;0,00
2,58;0,00
2,58;0,00
2,58;0,00
2,58;0,00
2,58;0,00
2,58;0,00
